-5.224587,-3.439527
-4.260251,-4.080390
5.661993,0.702242
3.831483,1.706575
4.679211,-0.656128
-1.553361,2.964441
-1.411194,5.733926
3.481845,-0.131142
-2.045142,6.484500
7.239415,1.593078
-4.215660,-5.902395
-6.062871,-6.530207
-1.217070,6.021198
-4.982988,-5.804342
4.258423,0.531490
-5.605242,-6.027494
-6.092815,-4.469807
-5.328900,-5.437024
0.454448,6.085456
-4.051841,-4.641308
5.529207,0.029921
3.100120,-0.107366
-4.584740,-5.582485
4.620135,0.202009
5.296084,0.526284
5.251272,1.482228
-2.496275,5.833989
-4.784129,-3.889867
7.352954,0.677874
-2.107752,3.839872
-7.565697,-4.606470
-5.340630,-2.931964
0.378760,4.343529
3.227845,0.165941
5.890513,-0.296602
-4.981532,-5.208472
-6.844021,-3.625361
-3.491693,-3.890628
-1.249240,5.789561
-3.902451,-5.146887
-5.562828,-5.231100
5.108502,0.041961
-4.739770,-4.798202
-5.741815,-5.611526
-0.586803,4.568794
-1.378241,3.983803
0.215798,5.949729
-0.308792,4.110630
7.252970,1.146441
-6.067454,-6.069543
-0.442258,5.114143
-3.810157,-3.341081
4.648529,1.238605
-4.662166,-3.799508
5.648315,-0.903269
5.368518,-0.921159
4.589398,-0.018070
2.188318,-0.508484
5.080901,-0.909145
6.301936,1.035458
-0.634199,5.807371
-6.357213,-6.602866
-6.487342,-4.574983
-5.094075,-4.519240
-1.425603,7.089500
5.199569,-1.551592
3.508132,0.317666
-5.422830,-5.229168
-0.189981,4.587723
5.516957,2.143717
5.301903,-0.157298
6.506564,0.131454
5.080654,0.014592
-5.517570,-5.211886
-4.093887,-4.579641
6.111682,-1.660864
-0.255678,5.069823
-0.545239,3.881075
6.529589,-0.688573
-1.539306,3.634161
-5.074176,-3.931237
-0.922206,4.230587
-1.666725,5.693623
5.449030,-1.686753
-4.530184,-3.277146
-5.815434,-5.483130
5.431824,-0.210570
-5.866520,-4.284172
1.154115,4.195841
2.854470,-0.862422
5.120337,0.326292
3.647550,0.225812
4.869940,0.586970
-5.812776,-5.418768
-5.263584,-5.414829
-0.692790,3.820226
-4.669641,-5.475362
-1.169254,3.237042
-0.937579,3.999245
4.141752,-0.256616
-5.575176,-4.908875
-5.941752,-4.097649
-3.793196,-5.598242
-2.137037,4.598934
-4.371274,-5.974786
-1.609663,4.628728
-5.030135,-3.515188
-4.705688,-6.009315
5.969164,-0.621773
-2.974050,4.623001
0.026720,4.832437
4.517038,-1.427554
-0.844888,6.595179
4.771365,-1.060040
-1.619539,4.010566
0.664317,5.564225
5.631449,-1.757002
-0.783820,4.940251
-5.640448,-4.767539
-5.230651,-5.480026
5.255734,1.526448
-4.932386,-5.256470
-2.088812,4.820569
-5.322420,-5.558994
-4.770289,-6.077121
5.760564,0.577478
6.249242,1.527311
-0.353470,5.553090
0.280448,5.068160
4.853553,0.577836
2.713514,-1.529386
0.139539,3.778780
-1.125835,5.474333
5.164019,0.616095
-3.945828,-6.047176
3.894550,-0.502063
-5.942120,-6.068819
-1.915112,4.984958
-0.761063,4.635032
-5.559021,-3.516245
-4.896819,-5.395793
3.121674,1.125435
-1.683305,5.699109
-5.249372,-4.548255
-5.791955,-5.299365
4.807126,-0.231009
-4.764536,-4.500068
5.127728,0.760963
-0.788673,4.002139
-1.292705,3.516578
-5.229229,-4.482625
-0.485440,3.961985
-1.516361,5.958737
-0.645099,6.290742
4.755455,0.463407
5.694637,1.729754
2.937558,0.371482
-0.761691,4.635671
-2.695591,5.120194
-0.996959,4.129166
5.096422,-0.728249
-1.970297,5.002939
-4.190411,-4.789922
-1.320780,4.229738
-1.762968,4.876946
-4.933907,-3.916429
-4.156230,-6.039656
-0.502389,4.928736
-6.125369,-5.702529
4.446759,1.326706
4.913301,1.162084
0.537958,6.409634
-3.342459,-4.795616
0.930318,4.581075
-0.952901,4.775889
5.650847,-1.220045
-4.386641,-5.473644
-1.065031,5.663695
-0.606348,5.820691
-5.514640,-5.214030
6.121477,0.983047
-0.827813,4.662893
-6.869604,-4.256439
5.966077,-0.437310
-0.203582,6.005362
-3.707065,-6.429051
5.865264,-0.861094
-7.140828,-6.467673
-0.875782,5.118130
6.573779,-0.459125
-2.001146,4.680415
5.618687,-0.605615
-4.678858,-4.830636
-0.412397,4.954585
4.655400,-0.480288
-2.435766,5.985117
5.038277,-0.604894
-7.042691,-5.651256
-4.632780,-5.338069
4.175241,-0.478546
5.948360,0.184310
-5.859870,-5.206073
-2.641673,3.279011
-0.110381,5.283321
3.335675,-1.017294
-0.682796,5.881120
-1.709213,4.110301
-1.396923,5.697100
-6.228678,-5.000924
-4.155274,-5.837005
-5.661710,-5.011952
-1.180285,4.537588
-4.557709,-4.867034
-1.234263,3.660772
6.219633,0.971812
3.972581,-0.596151
7.289710,-0.471806
-0.913648,4.223031
-1.829064,4.845138
-3.626350,-5.300404
-6.823598,-5.260658
4.945344,1.236405
-1.159041,4.594068
-2.885098,6.859205
-5.072450,-4.413322
-0.694936,5.704040
-3.697118,-6.694611
0.803639,6.820625
0.871344,4.298648
-4.103634,-4.655525
-5.981170,-4.177995
4.585278,1.260286
-1.020699,4.927424
5.385571,0.559436
5.604772,0.635694
4.660686,1.566334
0.760312,6.888461
5.233488,-1.747459
5.554241,-0.969600
-4.145512,-5.036879
-4.191609,-4.953426
-0.553920,4.680183
3.828047,0.082597
-4.028171,-4.220229
5.882093,-0.267339
-0.240454,3.306111
-7.794339,-4.748199
3.591009,1.018451
5.709182,0.882380
-5.092300,-4.745222
5.647206,-0.236804
5.800369,1.529999
-0.547461,2.204018
-3.086967,-5.271240
-5.668861,-4.299506
3.541221,0.962538
-5.525439,-5.558541
4.676047,-0.477193
-0.213169,4.573313
-3.236117,-4.729790
-4.241693,-5.768150
-0.086076,5.841983
4.073383,-0.454433
-1.512344,4.672723
5.809277,1.149340
-5.774258,-5.024571
6.359429,-0.930668
-2.246121,2.465637
-5.193619,-3.665038
-0.951819,6.377418
4.241561,-0.730827
1.330456,5.054755
-2.991724,3.793621
-1.596036,5.108334
-4.396079,-5.082036
-6.819625,-5.234565
-4.214775,-3.312292
6.005645,0.396226
-1.900240,5.622054
-0.601539,4.308749
-0.393022,7.007415
0.542814,4.165077
-6.135302,-6.353284
-4.216661,-3.029723
-2.091704,5.926409
-0.304622,4.996279
5.390422,0.315615
-4.914578,-3.701404
6.085223,-0.117969
-5.001119,-4.384203
3.983009,0.196837
4.875549,0.590336
5.569057,0.830503
-1.638578,6.386944
1.065574,4.802075
5.193008,-1.461102
-5.102029,-4.762501
4.786500,-0.771639
-4.976854,-3.951141
5.943979,0.047397
